city,年份,年末常住总人口（万）,年末户籍总户数（万）,年末户籍总人口,男, 女,出生人数,死亡人数,出生率（‰）,死亡率（‰）,自然增长率（‰）,人口密度（按户籍人口计算）（人/平方公里）,人口密度（按常住人口计算）（人/平方公里）,城市就业人口（万人）,全市生产总值（按当年价计算）  （万元）,  第一产业（万元）,  第二产业（万元）,  第三产业（万元）,人均生产总值(按常住人口计算)（元）,第一产业比重,第二产业比重, 第三产业比重,医院,卫生机构病床数,卫生技术人员数,医生,护士 ,普通高等学校数,技工学校数,普通中学数,小学数,普通高等学校在校学生数,技工学校在校学生数,普通中学在校学生数, 小学在校学生数,普通高等学校教职工人数,技工学校教职工人数,普通中学教职工人数,小学教职工人数,社会消费品零售总额（万元）,批发和零售业商品销售额（万元）,住宿和餐饮业营业额（万元）,新签利用外资协议(合同)宗数/(签定合同项数),新签利用外资协议(合同)规定外商投资额/合同利用外资（万美元）,实际利用外资金额（万美元）,进出口总值（万美元）,进口总值（万美元）,出口总值（万美元）,城市留宿旅客（万人次）,国际（及港澳台）旅游（万人次）,国内旅游（万人次）,常住居民人均可支配收入,工资性收入,经营净收入,财产净收入,转移净收入,常住居民人均生活消费支出,食品烟酒（元）,衣着（元）, 居住（元）,生活用品及服务（元）,交通通信,教育文化娱乐（元）,医疗保健,其他用品和服务（元）,一般公共预算收入（亿元）,增值税,营业税,企业所得税,个人所得税,一般公共服务支出,教育支出,科学技术支出,社会保障和就业支出,农林水支出,交通运输支出,客运量（万人）,旅客周转量（万人公里）,货运量（万吨）,货物周转量（万吨公里）,港口货物吞吐量（万吨）,邮电业务总量（万元）,流动电话用户数目（万户）,R&D/GDP%
佛山,2020,951.88,144.55279999999999,473.77359999999999,2296229,2441507,68893,28965,14.74,6.2000000000000002,8.5399999999999991,1247.498150240008,2506.4050408263752,,108164709.29291201,1641198.8022545199,60952966.865392298,45570543.625265099,114156.79970967273,1.5173144854576583,56.351990648197969,42.130694866344285,131,38518,60946,21919,28134,13,13,216,419,148311,23633,372916,638742,5548,1593,39238,31956,32890941,155222751,2764161,523,2127873,459187,732.39080000000001,134.53999999999999,597.85080000000005,1757.1900000000001,10.65,1746.54,36935.951184740028,34982.5601645356,6340.1999999999998,10600,4322,36935.951184740028,11053.497669722001,1163.9700001376361,9315,2173.8673596777503,6534.9368154381591,4017.7464620011542,1939.6197959740352,737.31308178931272,753.56089999999995,1476534,,656766,232843,1322527,1725234,1015580,891083,311763,258888,2341.5822000000003,165262.89999999999,24030.9008053,2389612,9284.6815000000006,13362452.453504,1179.45,
广州,2011,812.94269999999995,258.0335,812.94269999999995,4125784,4020013,87024,44130,10.74,5.4500000000000002,5.29,1084,1710,743.17999999999995,121996914,1800454,46326780,73869680,93224,1.4758192981832312,37.973731040442551,60.550449661374216,207,65940,100832,35638,41655,79,81,472,961,896100,561600,561600,819800,80200,7705,47500,49000,43672840,39217193,4455647,1134,674734,427009,1161.6800000000001,596.94000000000005,564.74000000000001,4594.8500000000004,78.689999999999998,3816.1599999999999,34438.080000000002,28955.939999999999,2735.3899999999999,850.44000000000005,7625.2799999999997,28209.740000000002,9591.5499999999993,2166.5700000000002,2092.0799999999999,1918.26,4751.1000000000004,4991.1700000000001,1317.8900000000001,1381.1199999999999,979.47680000000003,1573830,1625593,1061594,462098,1371273,1753319,426914,1324756,538433,582644,67756,18790926,64929,28611908,44770,3123440,1971.24,1.9199999999999999
广州,2012,822.29690000000005,264.60910000000001,822.29690000000005,4158292,4064677,101782,50538,12.44,6.1699999999999999,6.2699999999999996,1096,1715,751.29999999999995,131946870,1854415,47731922,82360533,95550,1.4054255322615838,36.175107450445779,62.419467017292639,224,70649,106708,37442,44670,80,81,478,941,939200,550700,550700,822600,82300,7690,49000,49600,48996900,43912294,5084606,1095,680188,457485,1171.6700000000001,582.51999999999998,589.14999999999998,4809.5699999999997,792.21000000000004,4017.3600000000001,38053.519999999997,31203.650000000001,3337.9099999999999,1087.8599999999999,8194.8600000000006,30490.439999999999,10360.52,2223.0599999999999,2340.8699999999999,2032.53,5039.75,5574.79,1390.3,1528.6199999999999,1102.3960999999999,1758311,1747616,1075045,439592,1396058,2234976,521165,1264558,635455,602983,76070,20746062,76100,49383911,45125,3373039,2367.3899999999999,1.9399999999999999
广州,2013,832.30960000000005,270.60680000000002,832.30960000000005,4201393,4121703,115813,44966,14,5.4400000000000004,8.5600000000000005,1106,1727,825.11000000000001,150504031,1961339,53184480,95358212,104235,1.3031803779395117,35.337578433364349,63.359241188696139,222,73301,114802,39694,48531,80,69,484,936,983100,279300,546900,859300,83400,7680,48400,49000,55667741,50110919,5556822,1092,711428,480385,1188.96,560.88999999999999,628.07000000000005,5041.9200000000001,768.20000000000005,4273.7200000000003,42049.139999999999,33742.879999999997,3830.4000000000001,1284.1700000000001,9022.5400000000009,33156.830000000002,11240.16,2410.5,2619.3899999999999,2168.46,5487.46,6137.3299999999999,1472.1600000000001,1621.3699999999999,1141.8044,2216017,1623520,1155923,489777,1518341,2539473,541912,1453256,736943,669594,89269,22776307,89099,68224384,47267,4585063,2795.79,1.8999999999999999
广州,2014,842.41690000000006,276.50200000000001,842.41690000000006,4244403,4179766,113926,46767,13.609999999999999,5.5899999999999999,8.0199999999999996,1120,1730,874.96000000000004,161359536,2008134,56478499,102872903,107528,1.2445090323016299,35.001649360221265,63.753841607477099,224,77011,120915,40715,52355,80,68,500,938,1019300,240400,532900,900100,86500,5215,49200,51200,62527057,56554832,5972225,1155,803975,510707,1305.9000000000001,578.76999999999998,727.13,5330.0500000000002,783.29999999999995,4546.75,42954.599999999999,28875.25,2325.79,7334.7799999999997,4418.7799999999997,38861.93,10983.58,1818.0799999999999,7870.0600000000004,2048.4200000000001,3883.3499999999999,4271.9099999999999,1484.48,1024.8599999999999,1243.1034999999999,2536757,1479906,1385753,560349,1366050,2290438,563212,1495174,540979,553496,98062,24996168,96553,86335522,50097,5052592,2905.4400000000001,2
广州,2015,854.19129999999996,280.26749999999998,854.19129999999996,4293289,4248624,150403,49158,17.73,5.79,11.94,1133,1759,927.90999999999997,173473724,2065218,57771661,113636845,111060,1.1905076759636519,33.302830923258441,65.506661400777915,229,82022,126681,42499,55003,81,58,510,941,1043200,236300,515200,937900,91900,5160,49500,53100,69944246,63339740,6604506,1429,836335,541634,1338.6800000000001,527.00999999999999,811.66999999999996,5657.9499999999998,803.58000000000004,4854.3699999999999,46734.599999999999,31823.419999999998,2549.3000000000002,7799.8900000000003,4561.9899999999998,35752.5,11742.639999999999,1994.96,8128.6300000000001,2212.6399999999999,4355.9300000000003,4640.0299999999997,1545.74,1131.9300000000001,1349.4742000000001,2692413,1571410,1493552,667614,1242272,2870733,886688,2049567,756858,933864,106082,26681268,100124,90504153,52096,5400082,2976.6599999999999,2.1000000000000001
广州,2016,870.49009999999998,287.10239999999999,870.49009999999998,4366737,4338164,137275,47145,15.92,5.4699999999999998,10.449999999999999,1149,1816,980.03999999999996,185597316,2160317,58134525,125302474,113400,1.1639807334282788,31.322934109672147,67.513085156899578,243,87959,137953,46791,61327,82,55,514,953,1057300,222300,505700,968500,91000,5501,50300,56000,75620262,68568734,7051528,1757,990123,570120,1293.0899999999999,511.31999999999999,781.76999999999998,5941.2200000000003,861.97000000000003,5078.6899999999996,50940.699999999997,34814.82,2776.1900000000001,8634.4799999999996,4715.21,38398.199999999997,12594.620000000001,2128.6199999999999,8535.0599999999995,2425.0500000000002,4869.9300000000003,5043.71,1585.51,1215.7,1393.6400000000001,3093000,722700,1615400,772500,1750800.0000000002,3219800,1129500,2064500,723800,866600,45823,21698556,107992,153864229,54437,6352822,2782.6799999999998,2.3399999999999999
广州,2017,897.87170000000003,295.02109999999999,897.87170000000003,4493885,4484832,200958,60947,22.73,6.8899999999999997,15.84,1171,1889,1037.1700000000001,198716679,2204517,59006069,137506093,116051,1.1093769335788868,29.693566386543729,69.197056679877392,243,90222,145045,49747,65615,82,56,518,961,1067300,229700,509400,1004700,93500,6123,51300,58800,81906273,74428793,7477480,2459,1339133,628947,1432.5,579.29999999999995,853.20000000000005,6272.2799999999997,900.48000000000002,5375.1400000000003,55400.489999999998,37106.559999999998,3166.2600000000002,9987.4899999999998,5140.1800000000003,40636.760000000002,13062.790000000001,2217.6199999999999,9165.4599999999991,2598.75,5071.8199999999997,5417.46,1765.0699999999999,1337.79,1536.74,4087600,,1910000,912099.99999999988,2082400,4043300,1712600,2365000,738900,687700,45279,19990354,117429,212596804,59012,7560250,2705.2600000000002,2.48
广州,2018,927.69140000000004,305.98509999999999,927.69140000000004,4628811,4648103,170997,52293,18.73,5.7300000000000004,13,1208,1950,1102.3599999999999,210024435,2291770,61099495,146633170,118510.57160591354,1.0911920796263539,29.09161260212413,69.817195318249517,255,95134,156497,54134,71740,82,55,527,965,1086400,226300,514400,1068500,89700,6128,52600,61200,88109103,80207859,7901244,5376,3995880,661108,1485.05,636.54999999999995,848.5,6532.5500000000002,900.63999999999999,5631.9200000000001,59982.099999999999,39572.110000000001,3518.0999999999999,11320.190000000001,5571.6999999999998,42180.959999999999,13549.200000000001,2277.4899999999998,9458.6700000000001,2689.6799999999998,5244.3100000000004,5639.5799999999999,1874.52,1447.51,1634.22,4387900,,2064199.9999999998,1044800,2378900,4408200,1636699.9999999998,2654600,856900,502800,48048,21950302,127752,214871658,55669,8778953,3198.7399999999998,2.8599999999999999
广州,2019,953.71569999999997,313.84550000000002,953.71569999999997,4749376,4787781,139773,48317,14.859999999999999,5.1399999999999997,9.7200000000000006,1286,2005,1125.8900000000001,238446939.77438599,2471258.7096583801,65094018.6537636,170881662.41096401,131399.6152327343,1.0363977461806129,27.299162956485972,71.664439297333416,269,100080,168056,58671,77812,81,56,534,980,1140900,244100,526200,1104700,93500,6242,66300,64200,95515699,86921314,8594385,3446,3952881,714349,1450.1900000000001,687.96000000000004,762.23000000000002,6773.1300000000001,899.42999999999995,5873.7200000000003,65052.099999999999,42334.68,3855.8400000000001,12804.27,6057.3100000000004,45049.279999999999,14443.450000000001,2313.8800000000001,10026.41,2842.9899999999998,5700.8199999999997,6107.6700000000001,2146.3299999999999,1467.73,1697.21,4299600,,2123300,742200,2874800,5238200.0000000009,2437400,2959200,940600,392700.00000000006,49819,23760253,95032,214726541,62687,10450611,3200.02,2.8399999999999999
广州,2020,985.11419999999998,322.10680000000002,985.11419999999998,4892561,4958581,148572,61868,15.33,6.3799999999999999,8.9499999999999993,1283,2059,,250191095.546772,2880787.04687976,65903908.1160198,181406401,135047.17402747029,1.1514346825909361,26.341428327811684,72.507137235860171,289,101600,177800,62300,82484,82,54,539,992,1307100,282500,543200,1125100,105400,6792,55700,67600,92186605,85450519,6736086,2695,2223369,708498,1376.1199999999999,593.94000000000005,782.17999999999995,4182.5900000000001,209.72999999999999,3972.8600000000001,68304,,,,,44283,14343,1984,10907,2839,6164,4716,2010,1320,1721.5899999999999,4055000,,2129100,793300,3178800,5587500,2236700,3477900,1120700,519000,32701.779999999999,12572814,92457.580000000002,216197515,63643.220000000001,11144378,2978.4699999999998,
